instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,check_out,check in
14290,8/23/2012,3,1,8,14,0,4,1,1,0.78,0.697,0.46,0.2239,114,191,305,191
14291,8/23/2012,3,1,8,15,0,4,1,1,0.78,0.697,0.46,0.1343,104,201,305,201
14292,8/23/2012,3,1,8,16,0,4,1,1,0.76,0.6818,0.48,0.1642,121,344,465,344
14293,8/23/2012,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,111,709,820,709
14294,8/23/2012,3,1,8,18,0,4,1,1,0.74,0.6667,0.48,0.2239,130,811,941,811
14295,8/23/2012,3,1,8,19,0,4,1,1,0.72,0.6667,0.51,0.0896,96,537,633,537
14296,8/23/2012,3,1,8,20,0,4,1,1,0.7,0.6515,0.61,0.1045,70,404,474,404
14297,8/23/2012,3,1,8,21,0,4,1,1,0.7,0.6515,0.61,0.1343,53,276,329,276
14298,8/23/2012,3,1,8,22,0,4,1,2,0.68,0.6364,0.61,0.1045,21,177,198,177
14299,8/23/2012,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0,24,133,157,133
14300,8/24/2012,3,1,8,0,0,5,1,2,0.66,0.6212,0.69,0,27,84,111,84
14301,8/24/2012,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0,5,37,42,37
14302,8/24/2012,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0,1,15,16,15
14303,8/24/2012,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0,2,6,8,6
14304,8/24/2012,3,1,8,4,0,5,1,2,0.64,0.6061,0.73,0,2,6,8,6
14305,8/24/2012,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0,1,37,38,37
14306,8/24/2012,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0,9,142,151,142
14307,8/24/2012,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0,13,412,425,412
14308,8/24/2012,3,1,8,8,0,5,1,2,0.66,0.6212,0.74,0,41,703,744,703
14309,8/24/2012,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0,58,331,389,331
14310,8/24/2012,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0,78,184,262,184
14311,8/24/2012,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281,212
14312,8/24/2012,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371,276
14313,8/24/2012,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351,272
14314,8/24/2012,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338,229
14315,8/24/2012,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350,251
14316,8/24/2012,3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,101,414,515,414
14317,8/24/2012,3,1,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,117,695,812,695
14318,8/24/2012,3,1,8,18,0,5,1,2,0.72,0.6818,0.62,0.194,109,627,736,627
14319,8/24/2012,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536,430
14320,8/24/2012,3,1,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,66,297,363,297
14321,8/24/2012,3,1,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,58,248,306,248
14322,8/24/2012,3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0,42,209,251,209
14323,8/24/2012,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178,140
14324,8/25/2012,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0,21,114,135,114
14325,8/25/2012,3,1,8,1,0,6,0,2,0.68,0.6364,0.69,0,15,100,115,100
14326,8/25/2012,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61,79,61
14327,8/25/2012,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38,31
14328,8/25/2012,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,3,9,12,9
14329,8/25/2012,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14,10
14330,8/25/2012,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,5,25,30,25
14331,8/25/2012,3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,14,88,102,88
14332,8/25/2012,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,29,133,162,133
14333,8/25/2012,3,1,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,60,228,288,228
14334,8/25/2012,3,1,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,148,294,442,294
14335,8/25/2012,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457,314
14336,8/25/2012,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367,584,367
14337,8/25/2012,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517,331
14338,8/25/2012,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,150,332,482,332
14339,8/25/2012,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233,154
14340,8/25/2012,3,1,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,174,260,434,260
14341,8/25/2012,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403,271
14342,8/25/2012,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383,261
14343,8/25/2012,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354,257
14344,8/25/2012,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241,176
14345,8/25/2012,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208,148
14346,8/25/2012,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182,136
14347,8/25/2012,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158,124
14348,8/26/2012,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,23,111,134,111
14349,8/26/2012,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,18,116,134,116
14350,8/26/2012,3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116,104
14351,8/26/2012,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53,42
14352,8/26/2012,3,1,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,5,11,16,11
14353,8/26/2012,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,3,13,16,13
14354,8/26/2012,3,1,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,5,16,21,16
14355,8/26/2012,3,1,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,11,23,34,23
14356,8/26/2012,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133,112
14357,8/26/2012,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263,196
14358,8/26/2012,3,1,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,127,258,385,258
14359,8/26/2012,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482,332
14360,8/26/2012,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626,401
14361,8/26/2012,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541,375
14362,8/26/2012,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377,252
14363,8/26/2012,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391,259
14364,8/26/2012,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173,116
14365,8/26/2012,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233,172
14366,8/26/2012,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,187
14367,8/26/2012,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,212
14368,8/26/2012,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211,171
14369,8/26/2012,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166,140
14370,8/26/2012,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114,94
14371,8/26/2012,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80,59
14372,8/27/2012,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0,4,28,32,28
14373,8/27/2012,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7,4
14374,8/27/2012,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8,8
14375,8/27/2012,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4,3
14376,8/27/2012,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0,1,11,12,11
14377,8/27/2012,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0,4,32,36,32
14378,8/27/2012,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0,4,141,145,141
14379,8/27/2012,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0,15,418,433,418
14380,8/27/2012,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,29,670,699,670
14381,8/27/2012,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342,302
14382,8/27/2012,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206,143
14383,8/27/2012,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229,182
14384,8/27/2012,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0,69,214,283,214
14385,8/27/2012,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288,211
14386,8/27/2012,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246,180
14387,8/27/2012,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282,205
14388,8/27/2012,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444,367
14389,8/27/2012,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845,744
14390,8/27/2012,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,83,751,834,751
14391,8/27/2012,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573,499
14392,8/27/2012,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416,366
14393,8/27/2012,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278,239
14394,8/27/2012,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161,131
14395,8/27/2012,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114,79
14396,8/28/2012,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38,29
14397,8/28/2012,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21,17
14398,8/28/2012,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,13
14399,8/28/2012,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,4
14400,8/28/2012,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,6
14401,8/28/2012,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,39
14402,8/28/2012,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,144
14403,8/28/2012,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,255
14404,8/28/2012,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693,668
14405,8/28/2012,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,351
14406,8/28/2012,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,165
14407,8/28/2012,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,171
14408,8/28/2012,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,241
14409,8/28/2012,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,232
14410,8/28/2012,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,179
14411,8/28/2012,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,258
14412,8/28/2012,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,396
14413,8/28/2012,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,90,774,864,774
14414,8/28/2012,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,736,818,736
14415,8/28/2012,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,515,597,515
14416,8/28/2012,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,348
14417,8/28/2012,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,276
14418,8/28/2012,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0,20,196,216,196
14419,8/28/2012,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0,17,92,109,92
14420,8/29/2012,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0,8,39,47,39
14421,8/29/2012,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,12
14422,8/29/2012,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,2,4,6,4
14423,8/29/2012,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9,9
14424,8/29/2012,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10,8
14425,8/29/2012,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,3,37,40,37
14426,8/29/2012,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,6,175,181,175
14427,8/29/2012,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,23,531,554,531
14428,8/29/2012,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,28,780,808,780
14429,8/29/2012,3,1,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,40,308,348,308
14430,8/29/2012,3,1,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,34,144,178,144
14431,8/29/2012,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0,67,186,253,186
14432,8/29/2012,3,1,8,12,0,3,1,1,0.76,0.6818,0.4,0,79,281,360,281
14433,8/29/2012,3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0,68,232,300,232
14434,8/29/2012,3,1,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,87,214,301,214
14435,8/29/2012,3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,96,242,338,242
14436,8/29/2012,3,1,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,104,389,493,389
14437,8/29/2012,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,762,870,762
14438,8/29/2012,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,119,693,812,693
14439,8/29/2012,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,120,523,643,523
14440,8/29/2012,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0,49,378,427,378
14441,8/29/2012,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,48,265,313,265
14442,8/29/2012,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0,50,185,235,185
14443,8/29/2012,3,1,8,23,0,3,1,1,0.66,0.6212,0.57,0,34,123,157,123
14444,8/30/2012,3,1,8,0,0,4,1,1,0.64,0.6061,0.69,0,14,51,65,51
14445,8/30/2012,3,1,8,1,0,4,1,1,0.64,0.6061,0.65,0,6,17,23,17
14446,8/30/2012,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0,3,14,17,14
14447,8/30/2012,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0,0,5,5,5
14448,8/30/2012,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0,4,4,8,4
14449,8/30/2012,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0,2,33,35,33
14450,8/30/2012,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163,155
14451,8/30/2012,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0,31,501,532,501
14452,8/30/2012,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0,53,701,754,701
14453,8/30/2012,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0,57,339,396,339
14454,8/30/2012,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0,73,161,234,161
14455,8/30/2012,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,191
14456,8/30/2012,3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,221
14457,8/30/2012,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,214
14458,8/30/2012,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,199
14459,8/30/2012,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,239
14460,8/30/2012,3,1,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,405
14461,8/30/2012,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844,751
14462,8/30/2012,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853,744
14463,8/30/2012,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610,532
14464,8/30/2012,3,1,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,403
14465,8/30/2012,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,275
14466,8/30/2012,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0,38,253,291,253
14467,8/30/2012,3,1,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,133
14468,8/31/2012,3,1,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,69
14469,8/31/2012,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,24
14470,8/31/2012,3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,11
14471,8/31/2012,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,2
14472,8/31/2012,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,7
14473,8/31/2012,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,27
14474,8/31/2012,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108,101
14475,8/31/2012,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896,21,400,421,400
14476,8/31/2012,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0,36,654,690,654
14477,8/31/2012,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0,61,337,398,337
14478,8/31/2012,3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256,197
14479,8/31/2012,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,88,221,309,221
14480,8/31/2012,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,410,290
14481,8/31/2012,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368,271
14482,8/31/2012,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,112,324,436,324
14483,8/31/2012,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417,526,417
14484,8/31/2012,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,111,417,528,417
14485,8/31/2012,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,129,488,617,488
14486,8/31/2012,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546,459
14487,8/31/2012,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452,361
14488,8/31/2012,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,254
14489,8/31/2012,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303,232
14490,8/31/2012,3,1,8,22,0,5,1,1,0.76,0.7121,0.58,0.194,65,212,277,212
14491,8/31/2012,3,1,8,23,0,5,1,1,0.74,0.6818,0.62,0.1045,32,142,174,142
14492,9/1/2012,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168,146
14493,9/1/2012,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79,68
14494,9/1/2012,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69,61
14495,9/1/2012,3,1,9,3,0,6,0,1,0.7,0.6515,0.7,0.1045,6,29,35,29
14496,9/1/2012,3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0,3,9,12,9
14497,9/1/2012,3,1,9,5,0,6,0,1,0.68,0.6364,0.79,0,2,20,22,20
14498,9/1/2012,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0,13,23,36,23
14499,9/1/2012,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,58
14500,9/1/2012,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162,134
14501,9/1/2012,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,62,175,237,175
14502,9/1/2012,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,128,289,417,289
14503,9/1/2012,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,219,273,492,273
14504,9/1/2012,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284,471,284
14505,9/1/2012,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504,267
14506,9/1/2012,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,240,274,514,274
14507,9/1/2012,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,257,306,563,306
14508,9/1/2012,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462,253
14509,9/1/2012,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0,205,258,463,258
14510,9/1/2012,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0,184,258,442,258
14511,9/1/2012,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0,157,235,392,235
14512,9/1/2012,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,207,140
14513,9/1/2012,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0,21,83,104,83
14514,9/1/2012,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0,21,57,78,57
14515,9/1/2012,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,88
14516,9/2/2012,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,72
14517,9/2/2012,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0,15,58,73,58
14518,9/2/2012,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0,28,56,84,56
14519,9/2/2012,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,33
14520,9/2/2012,3,1,9,4,0,0,0,1,0.66,0.5909,0.89,0,7,15,22,15
14521,9/2/2012,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0,2,10,12,10
14522,9/2/2012,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0,2,13,15,13
14523,9/2/2012,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,29
14524,9/2/2012,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,99
14525,9/2/2012,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0,88,144,232,144
14526,9/2/2012,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,158,230,388,230
14527,9/2/2012,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0,226,263,489,263
14528,9/2/2012,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0,248,297,545,297
14529,9/2/2012,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,230
14530,9/2/2012,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,208
14531,9/2/2012,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,176
14532,9/2/2012,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0,222,252,474,252
14533,9/2/2012,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,284
14534,9/2/2012,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0,227,273,500,273
14535,9/2/2012,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,152
14536,9/2/2012,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,41
14537,9/2/2012,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,92
14538,9/2/2012,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,100
14539,9/2/2012,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,70
14540,9/3/2012,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0,42,62,104,62
14541,9/3/2012,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,37
14542,9/3/2012,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,30
14543,9/3/2012,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,22
14544,9/3/2012,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,5
14545,9/3/2012,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0,1,3,4,3
14546,9/3/2012,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0,3,12,15,12
14547,9/3/2012,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0,6,37,43,37
14548,9/3/2012,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,91
14549,9/3/2012,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,158
14550,9/3/2012,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,224
14551,9/3/2012,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,272
14552,9/3/2012,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,352
14553,9/3/2012,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,357
14554,9/3/2012,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,349
14555,9/3/2012,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,281
14556,9/3/2012,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,335
14557,9/3/2012,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,317
14558,9/3/2012,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,337
14559,9/3/2012,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,301
14560,9/3/2012,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,183
14561,9/3/2012,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,142
